,Review,Sentiment
4399,Good quality product very nice product 👍READ MORE,1
4400,Worth the money NiceREAD MORE,1
4401,"Terrific purchase Quality is not good, this is not like original one.READ MORE",1
4402,Wonderful Nice product for the bigginerREAD MORE,1
4403,Terrific Very Good PoductREAD MORE,1
4404,Really Nice GoodREAD MORE,1
4405,Great product AwesomeREAD MORE,1
4406,Fabulous! very  goodREAD MORE,1
4407,Not good Original & nice productREAD MORE,1
4408,Excellent Good productREAD MORE,1
4409,Terrific purchase NiceREAD MORE,1
4410,"Simply awesome A little slow, overall goodREAD MORE",1
4411,Terrific purchase Very niceREAD MORE,1
4412,Delightful good product but delivery too lateREAD MORE,1
4413,Simply awesome The shuttles are very good...READ MORE,1
4414,Fair Original product thanks to flip cardsREAD MORE,1
4415,Good product Excellent work by flipkartREAD MORE,1
4416,Excellent GoodREAD MORE,1
4417,Excellent Not moving quick. I have better experience with MAVIS 200iREAD MORE,0
4418,Must buy! OkREAD MORE,1
4419,Perfect product! FineREAD MORE,1
4420,Highly recommended Good Product by flipkart. Thanks for faster deliveryREAD MORE,1
4421,Brilliant Nice qualityREAD MORE,1
4422,Fabulous! GoodREAD MORE,1
4423,Mind-blowing purchase GoodREAD MORE,1
4424,Value-for-money Good productREAD MORE,1
4425,Terrific GoodREAD MORE,1
4426,Delightful Nice 👌👌👌👌READ MORE,1
4427,Brilliant ExcellentREAD MORE,1
4428,Terrific purchase Awesome product and highly durableREAD MORE,1
4429,Mind-blowing purchase very nice product 👌👌 at a better priceREAD MORE,1
4430,Fabulous! Nice product good performanceREAD MORE,1
4431,Brilliant GoodREAD MORE,1
4432,Fabulous! Good oneREAD MORE,1
4433,Good quality product Good productREAD MORE,1
4434,Classy product Too goodREAD MORE,1
4435,Does the job NiceeeREAD MORE,1
4436,Perfect product! good shuttleREAD MORE,1
4437,Worth the money Good one.READ MORE,1
4438,Value-for-money NiceREAD MORE,1
4439,Super! From the beginning i like these shuttles.I am happy to buy it again.READ MORE,1
4440,Great product SuperREAD MORE,1
4441,Awesome I think most of people know about this product who play badminton so no need to tell about this productREAD MORE,1
4442,Worth every penny GoodREAD MORE,1
4443,Classy product Good quality and reasonable priceREAD MORE,1
4444,Mind-blowing purchase Great One!READ MORE,1
4445,Nice GoodREAD MORE,1
4446,Fabulous! Good quality original shuttleREAD MORE,1
4447,Great product Great product..READ MORE,1
4448,Nice product NiceREAD MORE,1
4449,Good Original brandREAD MORE,1
4450,Just wow! Awesome.READ MORE,1
4451,Nice product Nice one..READ MORE,1
4452,Best in the market! Best playing experience with this shuttle cork..............It's amazing productREAD MORE,1
4453,Must buy! Need moreREAD MORE,1
4454,Best in the market! It is soo nice .l like to play with it in indoorREAD MORE,1
4455,Worth every penny GoodREAD MORE,1
4456,Best in the market! OkREAD MORE,1
4457,Fabulous! Delivery at time and all the safety precautions has been followed by the delivery manREAD MORE,1
4458,Value-for-money ExcellentREAD MORE,1
4459,Great product Could've been a bit heavier.READ MORE,1
4460,Super! Excellent product from FlipkartREAD MORE,1
4461,Fair Nice shuttle . Must buy . It is better than the other brandsREAD MORE,1
4462,Good NiceREAD MORE,1
4463,Terrific purchase Nic product...READ MORE,1
4464,Wonderful GoodREAD MORE,1
4465,Decent product SuperREAD MORE,1
4466,Excellent GoodREAD MORE,1
4467,Just okay GoodREAD MORE,1
4468,Good choice nice productREAD MORE,1
4469,Highly recommended Nice productREAD MORE,1
4470,Worth every penny Very valuable for this price in lockdown timeREAD MORE,1
4471,Must buy! AverageREAD MORE,1
4472,Must buy! One shuttle for 3-4 days onlyREAD MORE,1
4473,Terrific purchase Superb product.READ MORE,1
4474,Hated it! GoodREAD MORE,1
4475,Fabulous! avgREAD MORE,1
4476,Must buy! NiceREAD MORE,1
4477,Terrific very goodREAD MORE,1
4478,Terrific GoodREAD MORE,1
4479,Awesome Must buyyyREAD MORE,1
4480,Delightful Good product.READ MORE,1
4481,Mind-blowing purchase Good productREAD MORE,1
4482,Bad quality Nice productREAD MORE,1
4483,Highly recommended Super fast delivery thanku pruthvi delivery boyREAD MORE,1
4484,Don't waste your money Not Good It is so HardREAD MORE,0
4485,Awesome Super it's really amazingREAD MORE,1
4486,Fair Good product. We play daily for 2 hrs. Each shuttle comes for a week atleastREAD MORE,1
4487,"Does the job Very nice, used mavis 10 before, but this is on another level. U can feel the difference only after using it.READ MORE",1
4488,Must buy! Best in businessREAD MORE,1
4489,Very poor Good shuttles. Felt like bit expensive than sports shop.READ MORE,1
4490,"Just okay Nice, perfect shot & quality product...READ MORE",1
4491,Good quality product goodREAD MORE,1
4492,Bad quality It's not long lasting I'm playing only 1 days and this product Was damaged I'm very disappointed for this productREAD MORE,0
4493,Great product Value for moneyREAD MORE,1
4494,Fair AverageREAD MORE,0
4495,Highly recommended awsomeREAD MORE,1
4496,Very poor Not up to the markREAD MORE,1
4497,Mind-blowing purchase GoodREAD MORE,1
4498,Worth the money GoodREAD MORE,1
4499,Terrific purchase product quality is not goodREAD MORE,0
4500,Nice product Break in just 2-3 SetsREAD MORE,1
4501,Worth the money Best of outderREAD MORE,1
4502,Awesome Very badREAD MORE,0
4503,Classy product Nic productREAD MORE,1
4504,Fabulous! Good product service is goodREAD MORE,1
4505,Great product Good ProductREAD MORE,1
4506,Terrific Bad quality and doesn't lasts for more than 5 games. Both base and shuttle are separated automatically while playing. I was hear fully disappointed with the quality of the product.READ MORE,0
4507,Awesome Nice one.READ MORE,1
4508,Best in the market! Very niceREAD MORE,1
4509,Just wow! What a fast delivery...superbREAD MORE,1
4510,Not good Better than mavis 10 and 1000READ MORE,1
4511,Terrific purchase good product 👍excellentREAD MORE,1
4512,Great product Good quality.READ MORE,1
4513,Super! Quality is better than yellowREAD MORE,1
4514,Excellent Finally got original productREAD MORE,1
4515,Must buy! ExcellentREAD MORE,1
4516,Best in the market! GoodREAD MORE,1
4517,Must buy! Good shuttleREAD MORE,1
4518,"Classy product Orginal shuttle. Best buy while comparing same product from shops, shop one's don't last more and goes like bullet. This one is really fun to play with. Feel is excellent.READ MORE",1
4519,Terrific Good product.READ MORE,1
4520,"Value-for-money Poor quality, very old stock provided.READ MORE",0
4521,Worst experience ever! Very good shuttle Superp durability compared to other.Original Very reliableIn budget item.READ MORE,1
4522,Good Super product it lasts for 3 to 4 yearsREAD MORE,1
4523,Just okay Good qualityREAD MORE,1
4524,Terrific purchase Very happy with the quality and deliveryREAD MORE,1
4525,Excellent Good productREAD MORE,1
4526,Nice product Good quality productREAD MORE,1
4527,Super! best shuttle in less price nice 😊😊😊😊😊READ MORE,1
4528,Fabulous! Good productREAD MORE,1
4529,Good choice SuperbREAD MORE,1
4530,Classy product BestREAD MORE,1
4531,Terrific Very bad 😧👎 quality this packREAD MORE,0
4532,Pretty good Good product fast delivery flipkart.READ MORE,1
4533,Very Good GoodREAD MORE,1
4534,Good choice Well fine and good Got the product in timeREAD MORE,1
4535,Good quality product Good for beginnersREAD MORE,1
4536,Awesome my experience was quite good with this product till date.READ MORE,1
4537,Good choice Very niceREAD MORE,1
4538,Nice product GoodREAD MORE,1
4539,Good quality product GoodREAD MORE,1
4540,Excellent  Genuine product!READ MORE,1
4541,Brilliant Shuttles at there bestREAD MORE,1
4542,Just wow! OkREAD MORE,1
4543,Great product GoodREAD MORE,1
4544,Awesome Good qualityREAD MORE,1
4545,Just wow! Good cap very  very game so better......READ MORE,1
4546,Awesome good bestREAD MORE,1
4547,Terrific purchase Very goodREAD MORE,1
4548,Awesome Product is nice and delivered in time..READ MORE,1
4549,Not recommended at all goodREAD MORE,1
4550,Perfect product! ExcellentREAD MORE,1
4551,Delightful Original shuttle very fine for play outside too.READ MORE,1
4552,Great product Nice productREAD MORE,1
4553,Pretty good Very good shuttleREAD MORE,1
4554,Terrific purchase Awesome product..READ MORE,1
4555,Mind-blowing purchase ImpressedREAD MORE,1
4556,Simply awesome NiceREAD MORE,1
4557,Good quality product Good productREAD MORE,1
4558,Mind-blowing purchase Long lastingREAD MORE,1
4559,Mind-blowing purchase product is not good2 shuttles got broken in only 3 matches It's my advice don't buy itREAD MORE,0
4560,Moderate Good product...thnx flipcartREAD MORE,1
4561,Simply awesome Yonex Mavis 350 Nice quality.....and delivery also on time thank u flipkart....READ MORE,1
4562,Don't waste your money Nice qualityREAD MORE,1
4563,Worth the money Good productREAD MORE,1
4564,Delightful NiceREAD MORE,1
4565,Very Good Value for moneyREAD MORE,1
4566,Wonderful No words about this.... awesome productREAD MORE,1
4567,Very poor I felling Very good when I play.READ MORE,1
4568,Fabulous! Nice product.READ MORE,1
4569,Excellent greatREAD MORE,1
4570,Worth every penny After playing one match the... Cap is rotating..  poor quality..... Second quality..... 3 times i got second quality....yonex Cheating us......READ MORE,0
4571,Highly recommended Super Durable ShuttelsREAD MORE,1
4572,Good Poor qualityREAD MORE,0
4573,Mind-blowing purchase niceREAD MORE,1
4574,Not recommended at all SuperREAD MORE,1
4575,Delightful Nice productsREAD MORE,1
4576,Worth the money Good product good delivery serviceREAD MORE,1
4577,Fair The quality of the shuttle is very bad. The product received is defective. The cork is getting damaged only for one gameREAD MORE,0
4578,Simply awesome Awesome purchaseREAD MORE,1
4579,Wonderful Good serveceREAD MORE,1
4580,Just wow! Very nice and best priceREAD MORE,1
4581,Terrific purchase GoodREAD MORE,1
4582,Value-for-money Life time is less.READ MORE,1
4583,Fair good product..READ MORE,1
4584,"Classy product Very disappointed. The ones I bought on January was bad and did not last even a month. This is even worse. I ordered ""SLOW"" but God alone knows how- the shuttles are mostly SUPER FAST.. Sounds heavy the moment it touches the racket strings.?READ MORE",0
4585,Very poor Recomended for medium range players.READ MORE,1
4586,Fabulous! Some are at yellow part getting dammage quickly other than that okREAD MORE,1
4587,Great product Average .READ MORE,1
4588,Useless product Best in The MarketREAD MORE,1
4589,Must buy! Good shuttleREAD MORE,1
4590,Terrific purchase Good product and delivery  thanks to flipcartREAD MORE,1
4591,Wonderful Best in class followed by durabilityREAD MORE,1
4592,Delightful SuperREAD MORE,1
4593,Worth every penny NO BADREAD MORE,1
4594,Delightful Good productREAD MORE,1
4595,Just wow! The product is not genuine.U can identify by seeing the plastic cap of the boxREAD MORE,0
4596,Brilliant Good productREAD MORE,1
4597,Really Nice Super perfect flyREAD MORE,1
4598,Wonderful poor quality.....READ MORE,0
4599,Awesome Good shuttleREAD MORE,1
4600,Perfect product! Price is goodQuality is goodAnd also fast deliveryREAD MORE,1
4601,Terrific What a shuttle like yonex branding best shuttles everREAD MORE,1
4602,Brilliant Better for both indoor and outdoorREAD MORE,1
4603,Worth the money NiceREAD MORE,1
4604,Simply awesome goodREAD MORE,1
4605,Did not meet expectations Best quality 👌READ MORE,1
4606,Delightful good stuff....READ MORE,1
4607,Awesome GoodREAD MORE,1
4608,Wonderful Good productREAD MORE,1
4609,Classy product nice shuttleREAD MORE,1
4610,Simply awesome Very bice productREAD MORE,1
4611,Good BestREAD MORE,1
4612,Delightful Good qualityREAD MORE,1
4613,"Awesome Good one , timely deliveredREAD MORE",1
4614,Super! Aswm product i am happy with itREAD MORE,1
4615,Nice product SuperREAD MORE,0
4616,Very Good Nice one. Very durable.READ MORE,1
4617,Simply awesome Its quality is similar as i wanted....i satisfiedREAD MORE,1
4618,Best in the market! Good Product and Excellent ServiceREAD MORE,1
4619,Super! Good qualityREAD MORE,1
4620,Not recommended at all superbREAD MORE,1
4621,Highly recommended Some shuttle have flight problemREAD MORE,1
4622,Just wow! Good qualityREAD MORE,1
4623,Simply awesome AwsmREAD MORE,1
4624,Just wow! Got original ones .READ MORE,1
4625,Delightful GoodREAD MORE,1
4626,Pretty good Good choiceREAD MORE,1
4627,Good choice Good service and good productREAD MORE,1
4628,Perfect product! ThankuREAD MORE,1
4629,Terrific Not badREAD MORE,1
4630,Brilliant Poor qualityREAD MORE,0
4631,Worth the money bestREAD MORE,1
4632,Does the job goodREAD MORE,1
4633,Great product Very goodREAD MORE,1
4634,Fair GoodREAD MORE,1
4635,Brilliant Reliable..READ MORE,1
4636,Waste of money! NiceREAD MORE,1
4637,Excellent NiceREAD MORE,1
4638,Wonderful NiceREAD MORE,1
4639,Delightful Good we can buyREAD MORE,1
4640,Not good Good product and timely deliveredREAD MORE,1
4641,Excellent Not goodREAD MORE,1
4642,Awesome GudREAD MORE,1
4643,Perfect product! bestREAD MORE,1
4644,Brilliant Damage product...READ MORE,1
4645,Classy product GoodREAD MORE,1
4646,Nice product Very very bad qualtyREAD MORE,0
4647,Highly recommended great lovebitREAD MORE,1
4648,Terrific purchase As regular 😇READ MORE,1
4649,Highly recommended OkREAD MORE,1
4650,"Fabulous! Not For pro players, it wl hardly last 2daysFeather like quality bt low temperREAD MORE",0
4651,"Nice product Good and lasting, it is normal, i think it is the bestREAD MORE",1
4652,Good quality product nice landing safely nice shuttlesssssREAD MORE,1
4653,Mind-blowing purchase GoodREAD MORE,1
4654,Very Good Good quality of the productREAD MORE,1
4655,Great product good quality of shuttles.....READ MORE,1
4656,Terrible product GoodREAD MORE,1
4657,Great product Got with proper Yonex authenticationREAD MORE,1
4658,Just wow! thank you....READ MORE,1
4659,Very poor Excellent condition/performance...READ MORE,1
4660,Best in the market! goodREAD MORE,1
4661,Good quality product ExcellentREAD MORE,1
4662,Very Good GoodREAD MORE,1
4663,Super! GoodREAD MORE,1
4664,Perfect product! Awesome look & materialREAD MORE,1
4665,Just okay I love this productREAD MORE,1
4666,Unsatisfactory Items quality are too badREAD MORE,0
4667,Value-for-money MiceREAD MORE,1
4668,Super! OkREAD MORE,1
4669,Great product Only for 2-4 game ...Very bad quality..not as original productREAD MORE,0
4670,Really Nice niceREAD MORE,1
4671,Worth the money Quality slightly decrease compared with oldREAD MORE,1
4672,Great product BestREAD MORE,1
4673,Classy product GoodREAD MORE,1
4674,Best in the market! Good shuttleREAD MORE,1
4675,Super! Kk good not badREAD MORE,1
4676,Very poor wast of money cheap qualityREAD MORE,0
4677,Wonderful AwsomeREAD MORE,1
4678,Awesome good productREAD MORE,1
4679,Highly recommended superREAD MORE,1
4680,Excellent good gualityREAD MORE,1
4681,Value-for-money Genuine product low cost👍READ MORE,1
4682,Wonderful very good product. speed of the shuttle in the air is good.READ MORE,1
