,Up Votes,Down Votes,Month,Ratings,Review,Year,Sentiment
4145,0.0,0.0,Jul,5,Must buy! SuperREAD MORE,2020,Positive
4146,0.0,0.0,Jul,5,Nice product NiceREAD MORE,2020,Positive
4147,0.0,0.0,Jul,5,Pretty good Thank you Flipkart and saler super quality on low priceREAD MORE,2020,Positive
4148,0.0,0.0,Jul,5,Really Nice WonderfulREAD MORE,2020,Positive
4149,0.0,0.0,Jul,5,Perfect product! SuperREAD MORE,2020,Positive
4150,0.0,0.0,Jul,5,Terrific Excellent purchase...READ MORE,2020,Positive
4151,0.0,0.0,Jul,5,Awesome NiceREAD MORE,2020,Positive
4152,0.0,0.0,Jul,5,Pretty good Good quality shuttles  best for indoor in nylon shuttlesREAD MORE,2020,Positive
4153,0.0,0.0,Jul,4,Terrific purchase NiceREAD MORE,2020,Positive
4154,0.0,0.0,Jul,4,Fair GoodREAD MORE,2020,Positive
4155,0.0,0.0,Jul,5,Utterly Disappointed GreatREAD MORE,2020,Positive
4156,0.0,0.0,Jul,4,Terrific purchase Good one for outdoor play also In indoor play very good shuttle to play But confused in 75 & 77..?what is the difference..?READ MORE,2020,Positive
4157,0.0,0.0,Jul,4,Brilliant Good quality.READ MORE,2020,Positive
4158,0.0,0.0,Jul,4,Wonderful GoodREAD MORE,2020,Positive
4159,0.0,0.0,Jul,5,Pretty good Best shuttles that i used in my lifeREAD MORE,2020,Positive
4160,0.0,0.0,Jul,5,Simply awesome superREAD MORE,2020,Positive
4161,0.0,0.0,Jul,5,Good GoodREAD MORE,2020,Positive
4162,0.0,0.0,Jul,4,Really Nice Good in qualityREAD MORE,2020,Positive
4163,0.0,0.0,Jul,5,Worth every penny Ty flipkart got genuine productREAD MORE,2020,Positive
4164,0.0,1.0,Jul,3,Worthless Not badREAD MORE,2020,Neutral
4165,0.0,0.0,Jul,1,"Good choice It's not original.dummy item , don't purchase.READ MORE",2020,Negative
4166,0.0,0.0,Jul,5,Classy product best...for begginer to middle class player....packing was good....i am shocked about....delievery...flipkart deleiver it within 17 hours....amazing very quick service by flipkart.....for delievery 10/10READ MORE,2020,Positive
4167,0.0,0.0,Jul,5,Excellent GoodREAD MORE,2020,Positive
4168,0.0,0.0,Jul,4,Fabulous! NiceREAD MORE,2020,Positive
4169,0.0,0.0,Jul,4,Mind-blowing purchase SuperREAD MORE,2020,Positive
4170,0.0,0.0,Jul,5,Fabulous! GoodREAD MORE,2020,Positive
4171,0.0,0.0,Jul,3,Waste of money! Delivery on time but quality not match with YONEX.  Not trustworthy with originalREAD MORE,2020,Neutral
4172,0.0,0.0,Jul,4,Good choice Best of this price excellent qualityREAD MORE,2020,Positive
4173,0.0,0.0,Jul,5,Terrific purchase Nice one! Buy it before thinking even twice.READ MORE,2020,Positive
4174,0.0,0.0,Jul,1,Delightful Only for indoorREAD MORE,2020,Negative
4175,0.0,0.0,Jul,4,"Wonderful Long lasting, good trajectory and well balanced shuttles must buy productREAD MORE",2020,Positive
4176,0.0,0.0,Jul,5,Good choice NiceREAD MORE,2020,Positive
4177,0.0,0.0,Jul,5,Must buy! Super QualityREAD MORE,2020,Positive
4178,0.0,0.0,Jul,5,Excellent Value for money ⭐⭐⭐⭐⭐ 5 starsREAD MORE,2020,Positive
4179,0.0,0.0,Jul,5,Does the job Good productREAD MORE,2020,Positive
4180,0.0,0.0,Jul,5,Perfect product! very niceREAD MORE,2020,Positive
4181,0.0,0.0,Jul,1,Good choice Not goodREAD MORE,2020,Negative
4182,0.0,0.0,Jul,4,Worth every penny Good product reasonable pricedREAD MORE,2020,Positive
4183,0.0,0.0,Jul,5,Simply awesome SuperbREAD MORE,2020,Positive
4184,0.0,0.0,Jul,4,Best in the market! Nice productREAD MORE,2020,Positive
4185,0.0,0.0,Jul,4,Best in the market! Good productREAD MORE,2020,Positive
4186,0.0,0.0,Jun,4,Not recommended at all Best qualityREAD MORE,2020,Positive
4187,0.0,0.0,Jun,5,Worth the money Great for our outdoor playingREAD MORE,2020,Positive
4188,0.0,0.0,Jun,5,Not recommended at all GoodREAD MORE,2020,Positive
4189,0.0,0.0,Jun,3,Best in the market! PerfectREAD MORE,2020,Neutral
4190,0.0,0.0,Jun,5,Wonderful Perfect for allREAD MORE,2020,Positive
4191,0.0,0.0,Jun,4,Must buy! Best in the budget.READ MORE,2020,Positive
4192,0.0,0.0,Jun,5,Pretty good Nice product I am happy with this product 👌😊😊😊👍READ MORE,2020,Positive
4193,0.0,0.0,Jun,5,Very Good Good qualityREAD MORE,2020,Positive
4194,0.0,0.0,Jun,5,Really Nice GoodREAD MORE,2020,Positive
4195,0.0,0.0,Jun,5,Worthless superREAD MORE,2020,Positive
4196,0.0,0.0,Jun,1,Very Good Bad paking.. very bad.READ MORE,2020,Negative
4197,0.0,0.0,Jun,4,Good quality product Good shuttle but after some time upper and lower parts get  differREAD MORE,2020,Positive
4198,0.0,0.0,Jun,1,Excellent Quality issueREAD MORE,2020,Negative
4199,0.0,0.0,Jun,5,Very Good Very best for money and weight is like holding a pen and the delivery is very fastREAD MORE,2020,Positive
4200,0.0,0.0,Jun,4,Fabulous! GoodREAD MORE,2020,Positive
4201,0.0,0.0,Jun,5,Mind-blowing purchase AWESOMEREAD MORE,2020,Positive
4202,0.0,0.0,Jun,4,Great product Good productREAD MORE,2020,Positive
4203,0.0,0.0,Jun,4,Mind-blowing purchase GoodREAD MORE,2020,Positive
4204,0.0,0.0,Jun,4,Simply awesome Value for money.READ MORE,2020,Positive
4205,0.0,0.0,Jun,1,Perfect product! Old stokeREAD MORE,2020,Negative
4206,0.0,0.0,Jun,4,Terrific GoodREAD MORE,2020,Positive
4207,0.0,0.0,Jun,4,Classy product Just okREAD MORE,2020,Positive
4208,0.0,0.0,Jun,5,Brilliant Good.READ MORE,2020,Positive
4209,0.0,0.0,Jun,4,Brilliant SuperREAD MORE,2020,Positive
4210,0.0,0.0,Jun,5,Best in the market! Awesome product..as expected.great shuttle speed and durability.must buy...READ MORE,2020,Positive
4211,0.0,0.0,Jun,5,Worth the money Best in all levels of playersREAD MORE,2020,Positive
4212,0.0,0.0,Jun,5,Great product goodREAD MORE,2020,Positive
4213,0.0,0.0,Jun,5,Excellent Very good productREAD MORE,2020,Positive
4214,0.0,0.0,Jun,5,Utterly Disappointed Great.. I like itREAD MORE,2020,Positive
4215,0.0,0.0,Jun,5,Must buy! Nic productREAD MORE,2020,Positive
4216,0.0,0.0,Jun,5,Nice product Good one..READ MORE,2020,Positive
4217,0.0,0.0,Jun,5,Really Nice Xcellent productREAD MORE,2020,Positive
4218,0.0,0.0,Jun,5,Decent product Beginners and intermediate player's can use effectively it's good to play at any conditionsREAD MORE,2020,Positive
4219,0.0,0.0,Jun,5,Simply awesome Best product h. Maja aa gyaREAD MORE,2020,Positive
4220,0.0,0.0,Jun,5,Simply awesome Good qualityREAD MORE,2020,Positive
4221,0.0,0.0,Jun,4,Wonderful Best in marketREAD MORE,2020,Positive
4222,0.0,0.0,Jun,5,Awesome I am HappyREAD MORE,2020,Positive
4223,0.0,0.0,Jun,5,Value-for-money Nice oneREAD MORE,2020,Positive
4224,0.0,0.0,Jun,1,Worth the money Worst  item and old stockREAD MORE,2020,Negative
4225,0.0,0.0,Jun,5,Horrible GoodREAD MORE,2020,Positive
4226,0.0,0.0,Jun,4,Wonderful Nice productREAD MORE,2020,Positive
4227,0.0,0.0,Jun,4,Best in the market! NiceREAD MORE,2020,Positive
4228,0.0,0.0,Jun,3,Highly recommended This cork is waste don't buy this....I bought 2 times this cork but this very worst....broked in just 2matchesREAD MORE,2020,Neutral
4229,0.0,0.0,Jun,5,Worth the money nice oneREAD MORE,2020,Positive
4230,0.0,0.0,Jun,5,Wonderful ExcellentREAD MORE,2020,Positive
4231,0.0,0.0,Jun,5,Awesome AvgREAD MORE,2020,Positive
4232,0.0,0.0,Jun,5,Good quality product Nice shuttleREAD MORE,2020,Positive
4233,0.0,0.0,Jun,4,Absolute rubbish! BestREAD MORE,2020,Positive
4234,0.0,0.0,Jun,4,Excellent Good quality shuttleREAD MORE,2020,Positive
4235,0.0,0.0,Jun,1,Very Good Poor qualityREAD MORE,2020,Negative
4236,0.0,0.0,Jun,5,Pretty good Satisfied with the qualityREAD MORE,2020,Positive
4237,0.0,0.0,Jun,5,Fabulous! Nice productREAD MORE,2020,Positive
4238,0.0,0.0,Jun,5,Fabulous! Its difficult to find genuine shuttles these days. I have been ordering shuttles from this seller from past a year and almost all d shuttles received till date are good and having same speed. A badminton lover may feel how annoying it can be if shuttles in d box is having different speeds..Happy smashing..READ MORE,2020,Positive
4239,0.0,0.0,Jun,4,"Not good Super ,READ MORE",2020,Positive
4240,0.0,0.0,Jun,4,Awesome GoodREAD MORE,2020,Positive
4241,0.0,0.0,Jun,5,Pretty good NiceREAD MORE,2020,Positive
4242,0.0,0.0,Jun,4,Highly recommended These are good for beginners although we should play with feather. These is good not fast enough.READ MORE,2020,Positive
4243,0.0,0.0,Jun,1,Worth every penny Very old stock. Shuttles got damaged easilyREAD MORE,2020,Negative
4244,0.0,0.0,Jun,5,Good quality product super qualityREAD MORE,2020,Positive
4245,0.0,0.0,Jun,4,Pretty good BestREAD MORE,2020,Positive
4246,0.0,0.0,Jun,4,Fabulous! Awesome and guinine product.READ MORE,2020,Positive
4247,0.0,0.0,Jun,5,Super! GoodREAD MORE,2020,Positive
4248,0.0,0.0,Jun,5,Unsatisfactory No words to say...always bestREAD MORE,2020,Positive
4249,0.0,0.0,Jun,2,Super! Quality is MediumREAD MORE,2020,Negative
4250,0.0,0.0,Jun,5,Could be way better NiceREAD MORE,2020,Positive
4251,0.0,0.0,Jun,4,Worth every penny ExcellantREAD MORE,2020,Positive
4252,0.0,0.0,Jun,5,Simply awesome Very useful to practiceREAD MORE,2020,Positive
4253,0.0,0.0,Jun,5,Brilliant Fabulous product .READ MORE,2020,Positive
4254,0.0,0.0,Jun,4,Terrific purchase very much long lastinga must buy productfull PAISA VASOOL productREAD MORE,2020,Positive
4255,0.0,0.0,Jun,4,"Worth every penny Awesome , as usualREAD MORE",2020,Positive
4256,0.0,0.0,Jun,5,Super! Best in yonexREAD MORE,2020,Positive
4257,0.0,0.0,Jun,5,Wonderful Very good product.. genuineREAD MORE,2020,Positive
4258,0.0,0.0,Jun,1,Best in the market! Quality is not goodREAD MORE,2020,Negative
4259,0.0,0.0,Jun,5,Brilliant NiceREAD MORE,2020,Positive
4260,0.0,0.0,Jun,2,Super! Something wrong with this each shuttle shape changes with one or two set plays don't buy itREAD MORE,2020,Negative
4261,0.0,0.0,Jun,5,Brilliant Best in classREAD MORE,2020,Positive
4262,0.0,0.0,Jun,5,Awesome original productREAD MORE,2020,Positive
4263,0.0,0.0,Jun,5,Great product Good product.READ MORE,2020,Positive
4264,0.0,0.0,Jun,5,Just okay SuperREAD MORE,2020,Positive
4265,0.0,0.0,Jun,5,Great product Delivered on time and nice productREAD MORE,2020,Positive
4266,0.0,0.0,Jun,5,Nice product It is a very good.Using from one week.READ MORE,2020,Positive
4267,0.0,0.0,Jun,5,Classy product Genuine product. Verified using the scratch code and shows as original. Quality is also as expected.READ MORE,2020,Positive
4268,0.0,0.0,Jun,5,Wonderful Delivery was quick.agent behaviour was good as wellREAD MORE,2020,Positive
4269,0.0,0.0,Jun,5,Must buy! SuperbREAD MORE,2020,Positive
4270,0.0,0.0,Jun,5,Nice product Cheaper than market and they are originalREAD MORE,2020,Positive
4271,0.0,0.0,Jun,5,Best in the market! nice productREAD MORE,2020,Positive
4272,0.0,0.0,Jun,5,Simply awesome Vvvvvv goodREAD MORE,2020,Positive
4273,0.0,0.0,Jun,5,Perfect product! Very goodREAD MORE,2020,Positive
4274,0.0,0.0,Jun,3,Just okay Very good productREAD MORE,2020,Neutral
4275,0.0,0.0,Jun,5,Fabulous! Excellent purchaseREAD MORE,2020,Positive
4276,0.0,0.0,Jun,4,Highly recommended GoodREAD MORE,2020,Positive
4277,0.0,0.0,Jun,5,Terrific purchase Nice QualityREAD MORE,2020,Positive
4278,0.0,0.0,Jun,5,Decent product Very nice and durable.. Must go for itREAD MORE,2020,Positive
4279,0.0,0.0,Jun,5,Brilliant good quality...superv lifeREAD MORE,2020,Positive
4280,0.0,0.0,Jun,4,Nice product Good product.. worth it...READ MORE,2020,Positive
4281,0.0,0.0,Jun,5,Worth every penny PerfectREAD MORE,2020,Positive
4282,0.0,0.0,Jun,5,Just wow! Varry goodREAD MORE,2020,Positive
4283,0.0,0.0,Jun,5,Terrific GoodREAD MORE,2020,Positive
4284,0.0,0.0,Jun,3,Good quality product Its goodREAD MORE,2020,Neutral
4285,0.0,0.0,Jun,5,Best in the market! AwesomeREAD MORE,2020,Positive
4286,0.0,0.0,Jun,5,Wonderful FineREAD MORE,2020,Positive
4287,0.0,0.0,Jun,5,Great product Good product.READ MORE,2020,Positive
4288,0.0,0.0,Jun,3,Terrific purchase GoodREAD MORE,2020,Neutral
4289,0.0,0.0,Jun,5,Great product very very good productREAD MORE,2020,Positive
4290,0.0,0.0,Jun,4,Simply awesome Good durable productREAD MORE,2020,Positive
4291,0.0,0.0,Jun,5,Mind-blowing purchase Good productREAD MORE,2020,Positive
4292,0.0,0.0,Jun,5,Highly recommended GoodREAD MORE,2020,Positive
4293,0.0,0.0,Jun,5,Fair Best for outdoor playing.... very good 😁👍READ MORE,2020,Positive
4294,0.0,0.0,Jun,4,Excellent GoodREAD MORE,2020,Positive
4295,0.0,0.0,Jun,5,Wonderful Osm productREAD MORE,2020,Positive
4296,0.0,0.0,Jun,4,Worth every penny Nice product .......well experience with flipkart thank you flipkartREAD MORE,2020,Positive
4297,0.0,0.0,Jun,5,Pretty good GoodREAD MORE,2020,Positive
4298,0.0,0.0,Jun,5,Terrific purchase Good delivery serviceREAD MORE,2020,Positive
4299,0.0,0.0,Jun,5,Must buy! Nice product loved itREAD MORE,2020,Positive
4300,0.0,0.0,Jun,5,Wonderful Good and on timeREAD MORE,2020,Positive
4301,0.0,0.0,Jun,5,Good choice Very nice according to the price moneyREAD MORE,2020,Positive
4302,0.0,0.0,Jun,5,Must buy! Very good👍READ MORE,2020,Positive
4303,0.0,0.0,Jun,3,"Brilliant Very good, durableREAD MORE",2020,Neutral
4304,0.0,0.0,Jun,5,Excellent Excellent productREAD MORE,2020,Positive
4305,0.0,0.0,Jun,5,Brilliant NiceREAD MORE,2020,Positive
4306,0.0,0.0,Jun,5,Fair Delivered on time. Happy with delivery serviceREAD MORE,2020,Positive
4307,0.0,0.0,Jun,4,Slightly disappointed Good product but if the time of the stability increased it becomes perfect product.READ MORE,2020,Positive
4308,0.0,0.0,Jun,5,Great product AuthenticREAD MORE,2020,Positive
4309,0.0,0.0,Jun,5,Delightful Value for moneyREAD MORE,2020,Positive
4310,0.0,0.0,Jun,4,Classy product GOODREAD MORE,2020,Positive
4311,0.0,0.0,Jun,4,Super! Good productREAD MORE,2020,Positive
4312,0.0,0.0,Jun,5,Very Good fineREAD MORE,2020,Positive
4313,0.0,0.0,Jun,5,Best in the market! AwesomeREAD MORE,2020,Positive
4314,0.0,0.0,Jun,5,Good choice NiceREAD MORE,2020,Positive
4315,0.0,0.0,Jun,5,Awesome Great product ...durable ...quality is also good when compared to the local marketsREAD MORE,2020,Positive
4316,0.0,0.0,Jun,3,Really Nice Quality is not uptoREAD MORE,2020,Neutral
4317,0.0,0.0,Jun,2,Terrific purchase BadREAD MORE,2020,Negative
4318,0.0,0.0,Jun,5,Must buy! AwesomeREAD MORE,2020,Positive
4319,0.0,0.0,Jun,4,Just okay goodREAD MORE,2020,Positive
4320,0.0,0.0,Jun,5,Wonderful Best productREAD MORE,2020,Positive
4321,0.0,0.0,Jun,5,Hated it! At last I got it. Although very late due to lock down. Delivery man Mr. JP is a good and soft behave person. Thanks JP...READ MORE,2020,Positive
4322,0.0,0.0,Jun,4,Wonderful Better shuttles from another shuttlesREAD MORE,2020,Positive
4323,0.0,0.0,Jun,5,Could be way better It is superREAD MORE,2020,Positive
4324,0.0,0.0,Jun,4,Waste of money! GreatREAD MORE,2020,Positive
4325,0.0,0.0,Jun,5,"Best in the market! Awesome product. Trust me it's worth every penny you spend on it. It's durable, heavy enough and retains it's form even after a long day's play.READ MORE",2020,Positive
4326,0.0,0.0,Jun,4,Mind-blowing purchase Good productREAD MORE,2020,Positive
4327,0.0,0.0,Jun,5,Excellent Good products and good price than outside market..mainly during this lockdownREAD MORE,2020,Positive
4328,0.0,0.0,Jun,5,Good choice NiceREAD MORE,2020,Positive
4329,0.0,0.0,Jun,3,Wonderful OkREAD MORE,2020,Neutral
4330,0.0,0.0,Jun,5,Good quality product Good productREAD MORE,2020,Positive
4331,0.0,0.0,Jun,1,Best in the market! Not original2nd qualityREAD MORE,2020,Negative
4332,0.0,0.0,Jun,4,Terrific ya goodREAD MORE,2020,Positive
4333,0.0,0.0,Jun,2,Moderate OkayREAD MORE,2020,Negative
4334,0.0,0.0,Jun,1,Best in the market! WorstREAD MORE,2020,Negative
4335,0.0,0.0,Jun,5,Wonderful Exceptional shuttles with good outdoor performance i.e with natural wind outside it has good aerodynamics anfd flight.trust yonex 350 and rough and toughREAD MORE,2020,Positive
4336,0.0,0.0,Jun,5,Nice product Awesome shuttle. Durable tooREAD MORE,2020,Positive
4337,0.0,0.0,Jun,5,Good quality product It's so niceREAD MORE,2020,Positive
4338,0.0,0.0,Jun,4,Really Nice GoodREAD MORE,2020,Positive
4339,0.0,0.0,Jun,5,Nice GoodREAD MORE,2020,Positive
4340,0.0,0.0,Jun,4,Highly recommended Quick delivery with a good delivery person . Nice quality you can just go for it .READ MORE,2020,Positive
4341,0.0,0.0,Jun,5,Value-for-money As usualREAD MORE,2020,Positive
4342,0.0,0.0,Jun,5,Fabulous! GoodREAD MORE,2020,Positive
4343,0.0,0.0,Jun,2,Super! Not felt like originalREAD MORE,2020,Negative
4344,0.0,0.0,Jun,5,Highly recommended Best shuttle good product best quality and fastest delivery in 1 day delivered next dayREAD MORE,2020,Positive
4345,0.0,0.0,Jun,5,Pretty good Good Quality shuttle. One shuttle goes more than a weekREAD MORE,2020,Positive
4346,0.0,0.0,Jun,4,Perfect product! good produvtREAD MORE,2020,Positive
4347,0.0,0.0,Jun,4,Worth the money Good but online product pictures clarification must be necessaryREAD MORE,2020,Positive
4348,0.0,0.0,Jun,4,Highly recommended Genuine productREAD MORE,2020,Positive
4349,0.0,0.0,Jun,3,"Terrific Fabulous , go with this.READ MORE",2020,Neutral
4350,0.0,0.0,Jun,5,Good choice Just  awesomeREAD MORE,2020,Positive
4351,0.0,0.0,Jun,4,Awesome Nice productREAD MORE,2020,Positive
4352,0.0,0.0,Jun,5,Wonderful Perfect for indoorsREAD MORE,2020,Positive
4353,0.0,0.0,Jun,5,Terrific purchase Owsome product best in this range.READ MORE,2020,Positive
4354,0.0,0.0,Jun,5,Best in the market! excellent productREAD MORE,2020,Positive
4355,0.0,0.0,Jun,4,Terrific Better life using it with perfect playREAD MORE,2020,Positive
4356,0.0,0.0,Jun,5,Brilliant It's awesomeREAD MORE,2020,Positive
4357,0.0,0.0,Jun,4,Classy product One shuttle was of medium quality. But the other four shuttles are great. I searched for the scratch code in sunrisetnt website and found it to be genuinene.READ MORE,2020,Positive
4358,0.0,0.0,Jun,5,Best in the market! NiceREAD MORE,2020,Positive
4359,0.0,0.0,Jun,5,Fabulous! Delivery very fast and original productREAD MORE,2020,Positive
4360,0.0,0.0,Jun,4,Must buy! Very niceREAD MORE,2020,Positive
4361,0.0,0.0,Jun,5,"Excellent These are superb and original. Before ordering, I had a doubt whether I would get right product. While opening itself, I have understood that they are original and after playing, highly satisfied. Thank you.READ MORE",2020,Positive
4362,0.0,0.0,Jun,5,Excellent GoodREAD MORE,2020,Positive
4363,0.0,0.0,Jun,5,Classy product Good productREAD MORE,2020,Positive
4364,0.0,0.0,Jun,5,Super! Original productREAD MORE,2020,Positive
4365,0.0,0.0,Jun,5,Just wow! NiceREAD MORE,2020,Positive
4366,0.0,0.0,Jun,5,Highly recommended Good...READ MORE,2020,Positive
4367,0.0,0.0,Jun,5,Perfect product! Very nice 👌READ MORE,2020,Positive
4368,0.0,0.0,Jun,5,Worth every penny Very niceREAD MORE,2020,Positive
4369,0.0,0.0,May,5,"Terrific purchase Superb, original quality.READ MORE",2020,Positive
4370,0.0,0.0,May,5,Good Worth for moneyREAD MORE,2020,Positive
4371,0.0,0.0,May,5,Could be way better Worth and price is lessREAD MORE,2020,Positive
4372,0.0,0.0,May,5,Classy product NiceREAD MORE,2020,Positive
4373,0.0,0.0,May,5,Excellent ExcellentREAD MORE,2020,Positive
4374,0.0,0.0,May,5,Best in the market! excellentREAD MORE,2020,Positive
4375,0.0,0.0,May,5,Horrible Nice productREAD MORE,2020,Positive
4376,0.0,0.0,May,5,Really Nice Best experienceREAD MORE,2020,Positive
4377,0.0,0.0,May,5,Best in the market! Very bad because I repeated order but he send cheap quality shattelsREAD MORE,2020,Positive
4378,0.0,0.0,May,5,Brilliant Excellent.....READ MORE,2020,Positive
4379,0.0,0.0,May,5,Fabulous! GoodREAD MORE,2020,Positive
4380,0.0,0.0,May,3,Wonderful Good qualityREAD MORE,2020,Neutral
4381,0.0,0.0,May,2,Utterly Disappointed BadREAD MORE,2020,Negative
4382,0.0,0.0,May,5,Just okay Cheapest rate ever for the best outdoor cork.READ MORE,2020,Positive
4383,0.0,0.0,May,5,Value-for-money Nice Product ..... Specially good choice for SmashesREAD MORE,2020,Positive
